Source.Name,Game Completed Date,Team,Outcome,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Rank Change,Region/Game Code,,,,
User26,12/29/2020 at 7:05:19 pm EST,Imposter,Loss,2,14m 28s,Yes,N/A,-,NA / MSRQUF,,,,
User26,12/28/2020 at 3:17:12 pm EST,Imposter,Win,0,04m 48s,No,N/A,N/A,NA / EXZKIF,,,,
User26,12/28/2020 at 1:52:15 pm EST,Imposter,Win,3,13m 10s,No,N/A,+++,NA / SSHIHF,,,,
User26,12/28/2020 at 1:35:04 pm EST,Imposter,Loss,2,14m 12s,No,N/A,-,NA / DDOWOF,,,,
User26,12/28/2020 at 1:19:49 pm EST,Imposter,Win,2,10m 06s,No,N/A,+++,NA / DDOWOF,,,,
User27,01/01/2021 at 3:39:23 pm EST,Imposter,Win,1,04m 25s,No,N/A,N/A,NA / PLHUUF,,,,
User27,12/15/2020 at 3:22:35 pm EST,Imposter,Win,2,05m 07s,No,N/A,+++,NA / TMCRNF,,,,
User27,12/15/2020 at 2:32:12 pm EST,Imposter,Loss,4,06m 23s,No,N/A,-,NA / TMCRNF,,,,
User27,12/12/2020 at 9:30:20 pm EST,Imposter,Loss,1,06m 54s,Yes,N/A,--,NA / GIMURQ,,,,
User27,12/12/2020 at 6:29:55 pm EST,Imposter,Win,2,04m 27s,No,N/A,N/A,NA / HTROPQ,,,,
User27,12/10/2020 at 11:21:42 pm EST,Imposter,Loss,1,02m 11s,Yes,N/A,N/A,NA / IMTHMF,,,,
User27,12/09/2020 at 8:00:25 pm EST,Imposter,Win,1,05m 37s,No,N/A,+++,NA / JBPHPQ,,,,
User27,12/09/2020 at 7:33:53 pm EST,Imposter,Win,0,01m 35s,No,N/A,N/A,NA / JBPHPQ,,,,
User27,12/09/2020 at 6:33:36 pm EST,Imposter,Win,2,02m 57s,No,N/A,N/A,NA / ZVSFRQ,,,,
User27,12/09/2020 at 6:30:09 pm EST,Imposter,Loss,2,05m 38s,Yes,N/A,-,NA / ZVSFRQ,,,,
User27,12/09/2020 at 6:15:18 pm EST,Imposter,Win,2,02m 53s,No,N/A,N/A,NA / ZVSFRQ,,,,
User27,12/08/2020 at 8:06:51 pm EST,Imposter,Win,3,05m 00s,No,N/A,+++,NA / XEPKNF,,,,
User27,12/07/2020 at 1:07:13 pm EST,Imposter,Win,1,02m 12s,No,N/A,N/A,NA / MXFVDF,,,,
User27,12/02/2020 at 10:02:36 am EST,Imposter,Win,1,01m 59s,No,N/A,N/A,NA / GXQQUF,,,,
User27,12/01/2020 at 8:49:18 pm EST,Imposter,Win,1,02m 16s,No,N/A,N/A,NA / JKYVFF,,,,
User27,12/01/2020 at 6:04:24 pm EST,Imposter,Loss,2,08m 23s,Yes,N/A,-,NA / WGGAHF,,,,
User27,12/01/2020 at 5:38:19 pm EST,Imposter,Loss,1,01m 47s,Yes,N/A,N/A,NA / WGGAHF,,,,
User27,12/01/2020 at 1:21:13 pm EST,Imposter,Win,2,03m 22s,No,N/A,N/A,NA / TOHVLQ,,,,
User27,11/30/2020 at 2:40:08 pm EST,Imposter,Win,2,03m 16s,No,N/A,N/A,NA / LFPGBF,,,,
User27,11/28/2020 at 11:18:33 am EST,Imposter,Win,2,02m 07s,No,N/A,N/A,NA / VPDHYQ,,,,
User28,01/04/2021 at 11:37:30 pm EST,Imposter,Win,1,08m 27s,No,N/A,+++,NA / JRMRHF,,,,
User28,01/04/2021 at 7:11:05 pm EST,Imposter,Win,1,03m 39s,No,N/A,N/A,NA / JKMIUF,,,,
User28,12/16/2020 at 7:18:30 pm EST,Imposter,Win,2,13m 22s,No,N/A,+++,NA / BAPQFF,,,,
User28,12/16/2020 at 7:18:30 pm EST,Imposter,Win,2,13m 22s,No,N/A,+++,NA / BAPQFF,,,,
User28,12/16/2020 at 7:01:33 pm EST,Imposter,Loss,1,06m 15s,Yes,N/A,--,NA / BAPQFF,,,,
User28,12/16/2020 at 7:01:33 pm EST,Imposter,Loss,1,06m 16s,Yes,N/A,--,NA / BAPQFF,,,,
User28,12/16/2020 at 6:33:24 pm EST,Imposter,Win,1,12m 08s,No,N/A,+++,NA / PTOYCF,,,,
User28,12/16/2020 at 6:33:24 pm EST,Imposter,Win,1,12m 08s,No,N/A,+++,NA / PTOYCF,,,,
User28,12/10/2020 at 5:36:02 pm EST,Imposter,Loss,2,10m 32s,Yes,N/A,-,NA / HSDQJF,,,,
User28,12/10/2020 at 5:36:02 pm EST,Imposter,Loss,2,10m 32s,Yes,N/A,-,NA / HSDQJF,,,,
User29,01/06/2021 at 10:11:51 am EST,Imposter,Win,2,05m 15s,No,N/A,+++,Europe / XEWROF,,,,
User29,12/11/2020 at 12:02:54 pm EST,Imposter,Win,0,14m 04s,No,N/A,+++,NA / NNNSXQ,,,,
User29,12/11/2020 at 11:45:28 am EST,Imposter,Loss,3,05m 56s,No,N/A,-,NA / NNNSXQ,,,,
User29,12/11/2020 at 11:38:14 am EST,Imposter,Loss,2,17m 30s,No,N/A,-,NA / NNNSXQ,,,,
User29,12/05/2020 at 12:08:12 pm EST,Imposter,Win,2,10m 14s,No,N/A,+++,Europe / PRAHIF,,,,
User29,12/05/2020 at 11:40:53 am EST,Imposter,Loss,1,15m 56s,No,N/A,--,Europe / PRAHIF,,,,
User29,12/01/2020 at 11:07:41 am EST,Imposter,Loss,2,14m 10s,No,N/A,-,NA / SNNGZF,,,,
User3,12/13/2020 at 1:47:10 am EST,Imposter,Win,2,03m 21s,No,N/A,N/A,NA / SEOHXQ,,,,
User3,12/13/2020 at 12:27:18 am EST,Imposter,Loss,3,13m 28s,No,N/A,-,NA / QQULHF,,,,
User3,12/12/2020 at 5:16:15 pm EST,Imposter,Win,2,14m 34s,No,N/A,+++,NA / WFUYNF,,,,
User3,12/12/2020 at 3:45:29 pm EST,Imposter,Loss,1,06m 07s,Yes,N/A,--,NA / WFUYNF,,,,
User3,12/12/2020 at 3:03:33 pm EST,Imposter,Loss,3,13m 11s,Yes,N/A,-,NA / WFUYNF,,,,
User3,12/12/2020 at 2:44:29 pm EST,Imposter,Win,3,13m 42s,No,N/A,+++,NA / WFUYNF,,,,
User3,12/12/2020 at 12:24:06 am EST,Imposter,Win,3,09m 46s,No,N/A,+++,NA / IMYXDF,,,,
User3,12/11/2020 at 11:41:36 pm EST,Imposter,Loss,2,10m 11s,No,N/A,-,NA / NIQAJF,,,,
User3,12/11/2020 at 10:37:46 pm EST,Imposter,Loss,1,16m 51s,No,N/A,--,NA / NIQAJF,,,,
User3,12/11/2020 at 9:26:03 pm EST,Imposter,Win,3,06m 00s,No,N/A,+++,NA / SUTHZF,,,,
User3,12/11/2020 at 9:10:47 pm EST,Imposter,Loss,3,14m 02s,Yes,N/A,-,NA / SUTHZF,,,,
User3,12/11/2020 at 8:15:30 pm EST,Imposter,Loss,1,06m 48s,Yes,N/A,--,NA / SUTHZF,,,,
User3,12/11/2020 at 8:04:36 pm EST,Imposter,Loss,1,06m 15s,Yes,N/A,--,NA / FTJEHF,,,,
User3,12/11/2020 at 7:54:53 pm EST,Imposter,Win,1,00m 19s,No,N/A,N/A,NA / FTJEHF,,,,
User3,12/10/2020 at 10:16:23 pm EST,Imposter,Loss,1,03m 04s,No,N/A,N/A,NA / OFUQVF,,,,
User3,12/10/2020 at 8:33:28 pm EST,Imposter,Win,3,10m 17s,No,N/A,+++,NA / ZRMIOF,,,,
User3,12/10/2020 at 3:10:48 pm EST,Imposter,Loss,1,07m 27s,Yes,N/A,--,NA / RMSVDF,,,,
User3,12/10/2020 at 2:36:35 pm EST,Imposter,Loss,2,07m 01s,Yes,N/A,-,NA / RMSVDF,,,,
User3,12/10/2020 at 1:21:29 am EST,Imposter,Loss,1,13m 42s,Yes,N/A,--,NA / OJFIGF,,,,
User3,11/20/2020 at 10:59:15 pm EST,Imposter,Loss,1,05m 02s,Yes,N/A,--,NA / THCKMF,,,,
User3,11/20/2020 at 10:14:38 pm EST,Imposter,Loss,2,07m 56s,Yes,N/A,-,NA / OXCPGF,,,,
User3,11/20/2020 at 10:06:17 pm EST,Imposter,Win,4,10m 18s,No,N/A,+++,NA / OXCPGF,,,,
User3,11/20/2020 at 9:29:41 pm EST,Imposter,Loss,0,09m 32s,Yes,N/A,--,NA / USGLIF,,,,
User4,12/12/2020 at 10:12:26 pm EST,Imposter,Loss,2,05m 45s,Yes,N/A,-,NA / GNZLNF,,,,
User4,12/11/2020 at 10:33:22 pm EST,Imposter,Loss,3,08m 49s,Yes,N/A,-,NA / OFYKKF,,,,
User4,12/11/2020 at 10:19:52 pm EST,Imposter,Loss,3,09m 16s,Yes,N/A,-,NA / OFYKKF,,,,
User4,12/11/2020 at 1:42:07 am EST,Imposter,Loss,3,06m 45s,No,N/A,-,NA / UGIVUF,,,,
User4,12/11/2020 at 1:31:12 am EST,Imposter,Win,3,09m 40s,No,N/A,+++,NA / UGIVUF,,,,
User4,12/11/2020 at 12:54:37 am EST,Imposter,Win,4,09m 22s,No,N/A,+++,NA / CZBSIF,,,,
User4,12/11/2020 at 12:16:08 am EST,Imposter,Loss,1,07m 16s,No,N/A,--,NA / CZBSIF,,,,
User4,12/11/2020 at 12:07:01 am EST,Imposter,Loss,2,09m 04s,No,N/A,-,NA / CZBSIF,,,,
User4,12/10/2020 at 11:52:49 pm EST,Imposter,Loss,3,06m 45s,Yes,N/A,-,NA / HATYVF,,,,
User4,12/10/2020 at 12:56:59 am EST,Imposter,Loss,2,08m 25s,No,N/A,-,NA / JLZNKF,,,,
User4,12/10/2020 at 12:20:27 am EST,Imposter,Win,2,07m 32s,No,N/A,+++,NA / JLZNKF,,,,
User4,12/10/2020 at 12:09:36 am EST,Imposter,Win,4,12m 24s,No,N/A,+++,NA / JLZNKF,,,,
User4,12/09/2020 at 11:33:09 pm EST,Imposter,Loss,2,18m 32s,No,N/A,-,NA / JLZNKF,,,,
User4,12/09/2020 at 10:06:17 pm EST,Imposter,Loss,4,08m 46s,Yes,N/A,-,NA / KVMHBF,,,,
User4,12/09/2020 at 9:52:31 pm EST,Imposter,Loss,3,10m 11s,Yes,N/A,-,NA / KVMHBF,,,,
User4,12/06/2020 at 11:18:24 pm EST,Imposter,Win,2,07m 35s,No,N/A,+++,NA / EXXLIF,,,,
User4,12/06/2020 at 9:14:41 pm EST,Imposter,Win,4,17m 00s,No,N/A,+++,NA / GKIYDF,,,,
User4,12/06/2020 at 8:45:47 pm EST,Imposter,Loss,3,06m 40s,Yes,N/A,-,NA / PNSEMF,,,,
User4,12/03/2020 at 11:56:02 pm EST,Imposter,Win,5,02m 22s,No,N/A,N/A,NA / TZLCBF,,,,
User5,12/12/2020 at 10:20:37 pm EST,Imposter,Loss,2,23m 02s,No,N/A,-,Europe / PBLKRQ,,,,
User5,12/12/2020 at 9:13:55 pm EST,Imposter,Win,2,17m 25s,No,N/A,+++,Europe / PBLKRQ,,,,
User5,12/10/2020 at 10:08:03 pm EST,Imposter,Win,2,17m 03s,No,N/A,+++,NA / EYNONF,,,,
User5,12/09/2020 at 7:08:28 pm EST,Imposter,Win,1,24m 23s,No,N/A,+++,Europe / JVTJWQ,,,,
User6,12/11/2020 at 2:20:36 pm EST,Imposter,Win,4,14m 25s,Yes,N/A,+++,Europe / ONSJWQ,,,,
User6,12/11/2020 at 2:04:24 pm EST,Imposter,Loss,2,16m 53s,No,N/A,-,Europe / ONSJWQ,,,,
User6,12/11/2020 at 1:15:23 pm EST,Imposter,Win,4,01m 06s,No,N/A,N/A,Europe / ONSJWQ,,,,
User6,12/11/2020 at 12:42:59 pm EST,Imposter,Loss,2,12m 22s,No,N/A,-,NA / NNNSXQ,,,,
User6,12/11/2020 at 12:21:53 pm EST,Imposter,Loss,1,05m 07s,No,N/A,--,NA / NNNSXQ,,,,
User6,12/11/2020 at 12:45:31 am EST,Imposter,Win,4,09m 18s,No,N/A,+++,NA / EYNONF,,,,
User6,12/10/2020 at 9:34:26 pm EST,Imposter,Win,1,09m 57s,No,N/A,+++,NA / EYNONF,,,,
User6,12/06/2020 at 7:57:00 pm EST,Imposter,Win,2,16m 32s,No,N/A,+++,Europe / DSYWJF,,,,
User6,12/06/2020 at 6:50:46 pm EST,Imposter,Loss,1,20m 36s,No,N/A,--,Europe / DSYWJF,,,,
User6,12/06/2020 at 11:34:24 am EST,Imposter,Win,4,12m 38s,No,N/A,+++,Europe / HRGJOF,,,,
User6,12/06/2020 at 10:52:04 am EST,Imposter,Win,6,15m 48s,No,N/A,+++,Europe / RHZBNF,,,,
User6,12/06/2020 at 9:42:54 am EST,Imposter,Loss,4,16m 53s,No,N/A,-,Europe / FFNQHF,,,,
User6,12/05/2020 at 10:00:07 pm EST,Imposter,Loss,1,17m 18s,Yes,N/A,--,Europe / WHOYGF,,,,
User6,12/05/2020 at 5:52:29 pm EST,Imposter,Win,3,14m 29s,No,N/A,+++,NA / BODLCF,,,,
User7,12/13/2020 at 3:28:39 pm EST,Imposter,Loss,1,06m 12s,No,N/A,--,NA / GTJRIF,,,,
User7,12/13/2020 at 5:10:15 am EST,Imposter,Loss,5,20m 15s,No,N/A,-,NA / TLMVVF,,,,
User7,12/13/2020 at 4:21:11 am EST,Imposter,Win,1,09m 51s,No,N/A,+++,NA / TLMVVF,,,,
User7,12/11/2020 at 2:20:36 pm EST,Imposter,Win,4,14m 25s,Yes,N/A,+++,Europe / ONSJWQ,,,,
User7,12/11/2020 at 2:04:24 pm EST,Imposter,Loss,2,16m 53s,No,N/A,-,Europe / ONSJWQ,,,,
User7,12/11/2020 at 1:15:23 pm EST,Imposter,Win,4,01m 06s,No,N/A,N/A,Europe / ONSJWQ,,,,
User7,12/11/2020 at 12:42:59 pm EST,Imposter,Loss,2,12m 22s,No,N/A,-,NA / NNNSXQ,,,,
User7,12/11/2020 at 12:21:53 pm EST,Imposter,Loss,1,05m 07s,No,N/A,--,NA / NNNSXQ,,,,
User7,12/11/2020 at 12:45:31 am EST,Imposter,Win,4,09m 18s,No,N/A,+++,NA / EYNONF,,,,
User7,12/10/2020 at 9:34:26 pm EST,Imposter,Win,1,09m 57s,No,N/A,+++,NA / EYNONF,,,,
User7,12/06/2020 at 7:57:00 pm EST,Imposter,Win,2,16m 32s,No,N/A,+++,Europe / DSYWJF,,,,
User7,12/06/2020 at 6:50:46 pm EST,Imposter,Loss,1,20m 36s,No,N/A,--,Europe / DSYWJF,,,,
User7,12/06/2020 at 11:34:24 am EST,Imposter,Win,4,12m 38s,No,N/A,+++,Europe / HRGJOF,,,,
User7,12/06/2020 at 10:52:04 am EST,Imposter,Win,6,15m 48s,No,N/A,+++,Europe / RHZBNF,,,,
User7,12/06/2020 at 9:42:54 am EST,Imposter,Loss,4,16m 53s,No,N/A,-,Europe / FFNQHF,,,,
User8,12/13/2020 at 9:12:09 pm EST,Imposter,Loss,2,08m 19s,No,N/A,-,Europe / AHNVOF,,,,
User8,12/13/2020 at 7:30:23 pm EST,Imposter,Win,3,05m 00s,No,N/A,+++,NA / BRHQGF,,,,
User8,12/13/2020 at 7:09:18 pm EST,Imposter,Win,3,09m 23s,No,N/A,+++,NA / BRHQGF,,,,
User8,12/01/2020 at 1:05:05 pm EST,Imposter,Loss,1,15m 19s,Yes,N/A,--,Europe / SADXGF,,,,
User8,11/30/2020 at 8:19:06 pm EST,Imposter,Win,4,13m 35s,No,N/A,+++,NA / DOQJHF,,,,
User8,11/30/2020 at 7:33:45 pm EST,Imposter,Win,3,12m 22s,No,N/A,+++,NA / WJFFHF,,,,
User8,11/30/2020 at 6:38:04 pm EST,Imposter,Loss,3,18m 43s,No,N/A,-,NA / WJFFHF,,,,
User8,11/27/2020 at 8:14:26 pm EST,Imposter,Loss,3,10m 18s,Yes,N/A,-,Europe / UOOUCF,,,,
User8,11/27/2020 at 12:49:45 am EST,Imposter,Win,4,15m 15s,No,N/A,+++,Europe / ATIEWQ,,,,
User8,11/26/2020 at 10:45:47 pm EST,Imposter,Loss,1,06m 47s,No,N/A,--,Europe / SJHCDF,,,,
User8,11/26/2020 at 5:29:57 pm EST,Imposter,Win,3,08m 44s,No,N/A,+++,Europe / IMZDKF,,,,
User8,11/26/2020 at 5:04:48 pm EST,Imposter,Win,3,16m 51s,No,N/A,+++,Europe / IMZDKF,,,,
User8,11/26/2020 at 1:29:20 pm EST,Imposter,Loss,4,16m 33s,Yes,N/A,-,Europe / QKUZDF,,,,
User8,11/26/2020 at 1:12:02 pm EST,Imposter,Loss,1,10m 06s,Yes,N/A,--,Europe / QKUZDF,,,,
User8,11/26/2020 at 12:59:34 pm EST,Imposter,Win,1,03m 50s,No,N/A,N/A,Europe / QKUZDF,,,,
User8,11/26/2020 at 12:46:42 pm EST,Imposter,Loss,1,06m 46s,No,N/A,--,Europe / QKUZDF,,,,
User8,11/25/2020 at 2:09:55 am EST,Imposter,Win,2,14m 12s,No,N/A,+++,Europe / MRISXQ,,,,
User8,11/25/2020 at 1:26:51 am EST,Imposter,Win,2,16m 41s,No,N/A,+++,Europe / LGXHBF,,,,
User8,11/25/2020 at 12:18:37 am EST,Imposter,Win,2,04m 09s,No,N/A,N/A,Europe / LGXHBF,,,,
User9,12/12/2020 at 9:35:20 pm EST,Imposter,Loss,3,20m 04s,No,N/A,-,Europe / PBLKRQ,,,,
User9,12/12/2020 at 8:39:38 pm EST,Imposter,Loss,4,22m 08s,No,N/A,-,Europe / PBLKRQ,,,,
User9,12/12/2020 at 7:17:27 pm EST,Imposter,Win,1,12m 18s,No,N/A,+++,Europe / PBLKRQ,,,,
User9,12/12/2020 at 7:03:28 pm EST,Imposter,Win,2,09m 49s,No,N/A,+++,Europe / PBLKRQ,,,,
User9,12/12/2020 at 6:51:49 pm EST,Imposter,Loss,3,15m 05s,No,N/A,-,Europe / PBLKRQ,,,,
User9,12/12/2020 at 6:33:18 pm EST,Imposter,Win,3,11m 08s,No,N/A,+++,Europe / PBLKRQ,,,,
User9,12/11/2020 at 3:30:33 pm EST,Imposter,Loss,1,12m 20s,Yes,N/A,--,Europe / BFRJCF,,,,
User9,12/08/2020 at 2:27:39 pm EST,Imposter,Loss,2,15m 19s,No,N/A,-,Europe / HKTMKF,,,,
User9,12/08/2020 at 2:11:05 pm EST,Imposter,Win,1,07m 38s,No,N/A,+++,Europe / HKTMKF,,,,
User9,12/07/2020 at 4:14:39 pm EST,Imposter,Win,2,10m 08s,No,N/A,+++,NA / BRUYNF,,,,
User9,12/06/2020 at 8:26:19 pm EST,Imposter,Loss,5,10m 59s,No,N/A,-,Europe / DSYWJF,,,,
User9,12/06/2020 at 5:42:27 pm EST,Imposter,Loss,1,04m 14s,Yes,N/A,N/A,Europe / DSYWJF,,,,
User9,12/03/2020 at 11:59:29 am EST,Imposter,Win,2,11m 35s,No,N/A,+++,Europe / GFTTKF,,,,
User9,12/03/2020 at 11:47:00 am EST,Imposter,Win,2,09m 08s,No,N/A,+++,Europe / GFTTKF,,,,
User9,12/02/2020 at 3:05:42 pm EST,Imposter,Win,4,17m 41s,No,N/A,+++,NA / ZLWXDF,,,,
User9,12/02/2020 at 2:46:41 pm EST,Imposter,Win,4,14m 01s,No,N/A,+++,NA / ZLWXDF,,,,
User9,11/29/2020 at 10:17:27 pm EST,Imposter,Loss,2,12m 35s,No,N/A,-,NA / MSVQUF,,,,
User9,11/29/2020 at 2:42:36 pm EST,Imposter,Win,1,12m 44s,No,N/A,+++,Europe / NZXBDF,,,,
User9,11/29/2020 at 12:41:24 pm EST,Imposter,Win,2,12m 31s,No,N/A,+++,Europe / ODVUBF,,,,
User9,11/28/2020 at 4:30:47 pm EST,Imposter,Win,2,05m 15s,No,N/A,+++,Europe / DJCWJF,,,,
User9,11/28/2020 at 12:57:06 pm EST,Imposter,Loss,2,11m 02s,No,N/A,-,Europe / DJCWJF,,,,
